Material_Type,Strength_PSI,Weight_Capacity_KG,Biodegradability_%,CO2_Emission_Score_%,Recyclability_%,Cost_per_KG_USD,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Predicted_Cost,Predicted_CO2,Cost_Score,CO2_Score,AI_Recommendation_Score
Cotton Fiber,5629.22,10.394833333333334,81.08,36.1,72.96,1.44,0.6892283968694772,0.3034548009983727,0.5966994504057525,1.9347177525551453,38.019653,0.6569107829406639,0.66060466,0.6587577193416545
Cotton Fiber,3092.22,18.21,87.26,43.31,64.32,1.48,0.5995997374400404,0.273092013521565,0.5253415793175379,1.7486039995592577,41.98251,0.701004498659225,0.6073549,0.6541796890192487
Cotton Fiber,5948.94,19.3,92.47,40.67,67.48,1.67,0.6324071800050493,0.3441160601572611,0.5961718143138142,1.868737543957028,40.135582,0.6725426882359218,0.63217247,0.6523575767801618
Cotton Fiber,5661.36,16.38,84.69,36.27,75.33,2.72,0.6948362509467305,0.3343485892959202,0.6085195681020605,2.132428843238049,35.69885,0.6100694480761133,0.69178987,0.6509296567849439
Mushroom Mycelium,3153.17,5.5,99.2,27.99,68.39,2.86,0.7471795935369855,0.2479104146208584,0.6163440320636401,2.6265711940701264,27.383883,0.4929981839091252,0.8035199,0.6482590442613101
Cotton Fiber,4354.987258064515,10.394833333333334,87.57,40.67,76.59,2.07,0.6597371800050492,0.2657008493308518,0.5799851624786867,1.8952876208074405,40.411793,0.6662524946199029,0.6284609,0.6473566893570706
Cotton Fiber,3576.23,5.21,93.85,42.34,69.34116666666667,1.39,0.6232343053521837,0.2189007018372274,0.5597203707545282,1.8146621943589074,42.01788,0.6853541170217032,0.6068796,0.6461168544817684
Cotton Fiber,3054.06,7.81,93.82,44.37016393442623,66.91,1.34,0.5980019672545018,0.216351703509464,0.5390524317691142,1.7464956191343262,43.628056,0.7015040121319642,0.5852433,0.6433736484171326
Cotton Fiber,3952.2,7.25,93.65,31.04,68.56,2.82,0.720739328452411,0.2656149947959395,0.6063513139945035,2.386443248910083,33.477688,0.5498888391107488,0.72163606,0.6357624480053866
Mushroom Mycelium,3298.54,3.3,98.52,29.21,68.25,2.82,0.7359794875031557,0.2365507801597133,0.6123256547012932,2.6460233628191525,28.941439,0.488389613155367,0.7825907,0.63549015021515
Cotton Fiber,3880.09,17.09,93.81,35.35,64.59,2.79,0.6707455112345366,0.3036601266380908,0.5812973202393042,2.247351073169601,36.01163,0.5828422923459458,0.6875869,0.6352145979590141
Cotton Fiber,3187.29,2.7,93.72,33.17,72.56,2.36,0.7139183236556425,0.2211906421478482,0.5946222008937023,2.351351903865189,34.658455,0.5582026137119503,0.70576984,0.6319862253072843
Recycled PET (rPET),9027.73,17.64,15.48,45.49,70.82,1.31,0.5998369250189346,0.3867873014833549,0.4779572713465929,1.5938387367047921,48.15492,0.7376711898282757,0.5244148,0.6310429837920065
Cotton Fiber,5210.31,8.82,90.74,33.05,67.68,2.75,0.700338661954052,0.2944682982632485,0.6105667508480751,2.2865909554204187,35.973423,0.5735456542149873,0.68810034,0.6308229960985825
Cotton Fiber,3197.8,13.67,87.77542372881356,58.59,66.18,1.47,0.4701633274425649,0.2134299354479552,0.4738585630852418,1.885442915882915,43.56984,0.6685848833514587,0.58602554,0.627305209705896
Cotton Fiber,4195.39,15.9,89.74,42.06,75.66,1.97,0.6446649280484725,0.2871107288992939,0.5747434167130753,1.9251378475287075,43.556496,0.6591804357849429,0.5862049,0.6226926611107026
Cotton Fiber,3577.7,10.394833333333334,85.95,39.39,63.71,1.33,0.6324074551880838,0.2529402064885692,0.5438347428186222,1.9611644526660355,43.13504,0.6506450811447875,0.59186804,0.6212565620453246
Cotton Fiber,5208.01,10.01,86.48,41.25,72.89,2.24,0.6435122115627366,0.2798154458536604,0.5813691133870637,2.0486865841504396,41.865276,0.6299095045276144,0.6089301,0.6194198077295054
Recycled PET (rPET),11508.14,26.59,17.72,49.02,80.08,1.28,0.596425306740722,0.4747585479398152,0.5258689140361843,1.6714932491213772,48.92956,0.7192734307178243,0.5140058,0.616639605468928
Cotton Fiber,3723.24,15.65,92.05,45.37,71.44,2.1273770491803274,0.602757263317344,0.2677593544641677,0.5511081700336762,1.9184060889948693,44.658577,0.6607753111893608,0.57139593,0.6160856224087216
Cotton Fiber,3743.8,19.1,91.84,39.03,63.14,2.58,0.6338784700833122,0.3018626017088975,0.5584140520195555,2.245884328359603,39.789627,0.5831897907314367,0.63682115,0.6100054707555804
Cotton Fiber,4255.55,3.2,92.67,33.66,74.8,2.33,0.7163086089371371,0.2444937700270417,0.611628331690814,2.443506740368208,36.35555,0.5363694654494231,0.68296564,0.60966755085139
PLA Bioplastic,7330.06,14.66,83.57,41.2,57.94,1.81,0.5991040191870739,0.3474231152650575,0.578576838474408,2.1079512890949044,42.66532,0.6158686235615346,0.59817976,0.6070241905782985
Cotton Fiber,4961.95,18.37,83.13,41.36,66.27,2.48,0.6226802347891947,0.3173030920115708,0.5572082875130371,2.153457678448189,42.01976,0.6050873365087384,0.6068543,0.6059708280405935
Cotton Fiber,4354.987258064515,5.79,83.48,35.11,73.17,2.95,0.6986061878313556,0.2561473740103429,0.5860114436384042,2.4270006842297653,38.055843,0.5402800488173227,0.66011834,0.6001991951316228
Cotton Fiber,3307.99,6.29,91.49,43.76,61.27,2.28,0.5864734688210048,0.2153296821576669,0.529336269809134,2.125679719297824,43.50725,0.6116684376595225,0.58686656,0.5992674976288183
Cotton Fiber,3560.66,2.97,85.55,38.52,62.49,2.35,0.6364349078515525,0.2167489792593444,0.5436255447208633,2.41243299946813,38.580925,0.5437313969322111,0.6530627,0.5983970490787459
Recycled PET (rPET),7791.65,18.13,19.14,49.97,89.03,1.69,0.6148809618783135,0.3525557774576675,0.4856662983807757,1.7859758928212386,49.735676,0.6921504209200339,0.5031738,0.5976621245225169
Cotton Fiber,5644.22,17.67,86.0,47.8,62.03,2.94,0.5530554127745518,0.3114957412508266,0.540614754144146,2.004463451985378,46.912235,0.6403867647326336,0.541113,0.5907498918610983
Cotton Fiber,5856.04,11.51,81.69,41.95,66.95,2.2,0.6195069048220145,0.2990654125546432,0.5672472962630928,2.142009029844691,44.861454,0.6077997285203889,0.5686698,0.5882347622551896
PLA Bioplastic,7086.96,4.38,79.09,45.99,72.99,1.85,0.6019288487755616,0.2776646599235282,0.5778164015604987,2.1210514118087698,45.32659,0.6127649674505529,0.56241965,0.5875923101946978
Recycled PET (rPET),9535.79,8.83,16.85,48.39,83.64,1.57,0.6126720828073718,0.3447857058854981,0.5031979518914715,1.8060808984313146,50.929913,0.6873871813011414,0.4871266,0.5872568850612763
Cotton Fiber,3990.36,2.27,89.82,51.93,72.26,2.75,0.5472521030042918,0.1881486081632952,0.5275629045995206,2.6328247444008808,36.812172,0.4915166046809524,0.6768298,0.5841732097959205
Cotton Fiber,4617.92,7.78,89.1,46.91,76.38,2.76,0.6039695884877556,0.2419612492766514,0.5630553808886661,2.2152492774211945,44.3504,0.5904477886244333,0.57553697,0.5829923774741429
Cotton Fiber,4228.78,8.28,88.44,44.37016393442623,62.9,1.6,0.5859719672545018,0.2429285453960164,0.5383873739861568,2.07013187674596,47.22308,0.6248287266700578,0.53693616,0.5808824452861703
Recycled PET (rPET),11892.25,5.57,15.09,52.32,75.41,1.62,0.5532560035344609,0.3666456909463735,0.5046933764759981,1.8267817800878001,51.938633,0.6824827678647802,0.4735722,0.5780274812205218
Recycled PET (rPET),10872.38,24.18,7.11,47.73,84.62,2.03,0.6214439434486241,0.452588665640671,0.5087804332227448,2.0219653950281535,48.881138,0.6362402377370298,0.5146564,0.5754483311297148
Cotton Fiber,4132.55,11.97,94.24,55.68,76.84,1.9,0.5278565311789952,0.2312993862058115,0.5335657759496228,1.7906256119308768,53.009495,0.6910488183286548,0.45918274,0.5751157787932337
Recycled PET (rPET),10780.79,11.7,19.69,51.0,73.55,1.75,0.5593397248169654,0.3785143471991643,0.4980316022626582,1.8181665891574732,52.720146,0.684523862483679,0.4630708,0.5737973361624176
Recycled PET (rPET),10699.62,26.79,12.878653846153847,46.06,75.77,2.17,0.6096503181014894,0.4666212562989484,0.5062887929759862,2.1496575926100365,46.911396,0.6059876456044199,0.5411243,0.5735559649359228
Cotton Fiber,4201.73,12.46,80.18,40.15,67.62,2.89,0.637421979298157,0.2744402338561978,0.5468532143669059,2.1649473460415543,46.699543,0.6023652263561705,0.543971,0.5731681142290344
Cotton Fiber,4911.55,10.38,88.29,49.85,66.14,2.03,0.547271300176723,0.2538997883536927,0.5343509710690781,2.062403156914554,48.6188,0.626659800245378,0.5181815,0.5724206515322197
Cotton Fiber,4493.33,10.394833333333334,88.35,48.02,71.56,1.99,0.5797014592274677,0.2499912357510091,0.5457877300168588,1.9930523853913271,49.8527,0.6430902528862187,0.50160134,0.5723457956363771
Cotton Fiber,3723.53,4.8,81.06,38.54,64.09,1.98,0.6410581848018176,0.229424425045145,0.5402731209575051,2.195042624070161,46.858543,0.5952351104324227,0.5418345,0.5685347920211735
PHA Bioplastic,5032.42,4.07,93.17,35.45,59.87,2.79,0.655701895985862,0.2604152416370475,0.5879785155673987,2.766981651763538,36.904476,0.4597324058256369,0.67558956,0.5676609836440196
PLA Bioplastic,7910.621499999999,8.51,68.89,43.13,65.0,1.81,0.6032302448876545,0.3229891138264836,0.5649542362794755,2.216528886949013,46.668056,0.5901446259734084,0.54439414,0.5672693807242836
Plywood (Lightweight),11520.53,20.96,67.52,40.78,65.38,2.11,0.6251352032315071,0.4669740781111905,0.6275740228260918,2.486665440282214,42.120094,0.5261443885050399,0.60550606,0.5658252255063346
PLA Bioplastic,7177.55,7.47,79.62,43.32,50.86,2.47,0.5591313759151729,0.3020991268592594,0.546126522051636,2.2542154087480464,46.27952,0.581216007040746,0.54961497,0.565415486478213
Cotton Fiber,4891.66,14.25,83.84,55.98,67.04,1.89,0.4958056854329714,0.2578404950467564,0.5037204181088288,2.1965130590621724,47.366116,0.5948867377760407,0.53501415,0.5649504451514481
Cotton Fiber,3296.84,8.15,85.99,53.55,69.24,1.65,0.5238775359757637,0.1999129862980421,0.4970181325866211,1.8979408343958009,52.931084,0.665623900312268,0.46023637,0.5629301354378875
PLA Bioplastic,7910.621499999999,8.1,82.62,40.43,51.33,2.41,0.5860778566018682,0.3277051644801934,0.575329166277328,2.5341088346365233,41.724373,0.5149041899183792,0.6108235,0.5628638509978554
Cotton Fiber,4610.2,15.42,87.96,52.46,71.77,2.22,0.5410989421863166,0.2669301466265243,0.5304163250207745,1.968939857014733,51.764816,0.6488029471625884,0.4759078,0.5623553748721877
Cotton Fiber,3197.44,14.6,80.17,45.83,69.34116666666667,2.71,0.592396133173441,0.2504009603098517,0.5132688745668115,2.312270629529234,45.98538,0.5674616747579483,0.5535674,0.5605145421366646
Recycled PET (rPET),11838.93,28.81,12.41,49.66,75.91,2.15,0.5782601691492048,0.491321521605559,0.509577921108205,2.073750214249555,50.266872,0.6239714770434769,0.496036,0.5600037350713447
Recycled PET (rPET),7519.67,7.49,5.34,58.91,94.31,1.58,0.5517257586468063,0.2698817214756666,0.4305439669528739,1.5772691887814736,59.30894,0.7415968155488639,0.37453568,0.5580662476830318
Recycled PET (rPET),8660.17,14.66,11.53,55.54,82.32,1.45,0.5455335925271396,0.3385862334576722,0.4493182803058156,1.7171156680148258,56.850826,0.7084646541674676,0.4075659,0.5580152729550869
Cotton Fiber,4367.05,16.8,80.76,49.19,69.34116666666667,1.57,0.5627066608179753,0.2772526659962832,0.5197740546180913,2.1534657231405565,49.318985,0.6050854305755519,0.50877297,0.5569291999107313
Recycled PET (rPET),10366.05,24.81,19.74,50.0,76.23,1.79,0.5762158773037112,0.4396678575617827,0.5008788924684888,1.8772403689728696,54.41842,0.6705282151353688,0.4402507,0.5553894549435541
Cotton Fiber,3651.95,4.86,83.44,35.14,71.57,2.08,0.6935411032567532,0.2368427838767087,0.5717693673005785,2.1206853213563845,50.183517,0.6128517009029437,0.49715602,0.5550038624410654
Recycled PET (rPET),11138.75,25.29,12.878653846153847,47.87,80.14,2.18,0.6067668821004797,0.4634020742590408,0.5149505612608274,2.126963663492014,50.249996,0.6113642480476007,0.4962628,0.5538135184100919
Cotton Fiber,4064.13,2.27,83.46,37.54,60.41,2.99,0.6388543372885634,0.2259955849053472,0.5467610370945403,2.8172451790389044,38.132645,0.44782406672110486,0.65908635,0.5534552066736933
Cotton Fiber,4527.52,5.95,82.28,49.43,69.34116666666667,1.83,0.5605859842211562,0.2243643017422911,0.5243847107058117,2.175578405942563,49.50554,0.599846535901992,0.50626624,0.5530563861036144
Recycled PET (rPET),7623.28,5.59,8.17,60.16181818181818,77.55,1.84,0.49038450230658,0.2591194603604638,0.3995484396748835,1.941014278847552,53.779976,0.6554190219295474,0.44882965,0.5521243364042268
PLA Bioplastic,6989.68,3.64,76.24,41.15,71.98,2.58,0.6416658268114113,0.2840913438928134,0.5869177277740392,2.537828979432215,43.286564,0.5140228203021491,0.58983195,0.5519273842912418
Cotton Fiber,5707.73,5.33,87.77542372881356,51.98,70.67,1.83,0.5420402953799546,0.2390323119642392,0.5466001816932304,2.0735934942889993,51.680508,0.6240086068379006,0.47704065,0.5505246276491444
PHA Bioplastic,8600.99,7.95,82.86,39.53,57.2,2.13,0.6116403938399393,0.3434127318027493,0.6016108174403415,2.6527449002907098,41.597755,0.48679715930554834,0.61252487,0.5496610131816744
Recycled PET (rPET),10613.57,15.14,12.18,69.07,73.57,2.4,0.3997304493814693,0.3470770686972715,0.4120250453410932,2.0603774530609407,52.06269,0.6271397261423814,0.47190517,0.5495224490067834
Cotton Fiber,5872.19,8.91,84.51,52.15,72.14,2.46,0.5449481494572077,0.2603269425900431,0.5448961039988883,2.201369674002614,49.76605,0.5937361178186695,0.50276566,0.5482508866681238
Cotton Fiber,5498.54,16.59,85.4,57.28,67.91,1.68,0.4869286872002019,0.279032338527456,0.5130254581888786,1.9330222953239222,54.742363,0.6573124674371781,0.43589783,0.5466051472928077
Cotton Fiber,3783.54,14.75,84.52,54.42,71.17,1.67,0.5219800833122948,0.2415415639837142,0.5021504104471516,1.9615400802334164,54.30468,0.6505560881772848,0.44177908,0.5461675826151775
Cotton Fiber,4126.29,19.96,82.62,59.92,70.66,1.42,0.471851244635193,0.2613986004821454,0.4817870360306638,1.7782774477968288,57.645325,0.6939743218457692,0.39689004,0.5454321830290553
PLA Bioplastic,6174.52,13.6,77.66,46.01,67.46,2.76,0.5851621257258268,0.3060749495543533,0.5497378951762308,2.423798018231095,47.078453,0.5410388183430224,0.5388795,0.539959166041781
Recycled PET (rPET),10071.08,17.36,12.878653846153847,49.21,81.84,2.32,0.6000264377682403,0.3974275151902961,0.4968011538880747,2.184217164213513,51.363422,0.5977998577536605,0.48130143,0.5395506423205864
PLA Bioplastic,6336.44,7.19,80.1,59.86,57.06,2.27,0.4315814137843978,0.2416023095926687,0.4838729369086801,2.1643022263374934,51.757042,0.6025180668871759,0.47601223,0.5392651484033048
Recycled PET (rPET),9166.45,9.2,5.01,47.53,80.67,2.42,0.6113611739459732,0.3412534504402407,0.471109441443274,2.362827090928125,48.27429,0.5554839342590592,0.5228108,0.5391473755119454
Cotton Fiber,4164.17,6.94,88.56,46.94,68.86,2.85,0.5811445039131533,0.2282466383739027,0.5398188885823442,2.444209122107821,47.250168,0.536203058506068,0.5365721,0.5363875786190313
Recycled PET (rPET),11517.99,10.12,11.78,53.44,80.82109090909093,2.2,0.5595927854765785,0.3794274066231181,0.4988718087637673,2.1130263781384766,53.124763,0.6146662431359537,0.45763385,0.5361500480473165
Recycled PET (rPET),7856.83,23.43,10.38,68.04,85.66,1.45,0.4451016864428174,0.3354286574326119,0.3939630908950647,1.9288916130359954,56.516403,0.658291100813786,0.4120596,0.5351753529676992
Recycled PET (rPET),10808.84,7.55,8.17,60.3,70.6,1.47,0.4683135066902297,0.3343522912654479,0.4342806832309142,1.6662903033134757,61.18436,0.7205061027243781,0.34933525,0.5349206779815281
Plywood (Lightweight),13296.24,39.92,54.76,46.07,70.8,2.0,0.594651956576622,0.587284022687545,0.62023360769194,2.4987752747351824,46.603806,0.5232753496018276,0.54525745,0.5342663993759565
Cotton Fiber,4519.35,12.47,87.77542372881356,58.23,64.03,2.1273770491803274,0.4668943423377935,0.2353812369963419,0.4913143410332142,2.04147604173131,54.84106,0.6316178124978091,0.43457156,0.5330946883476747
PLA Bioplastic,8931.49,13.77,78.83,43.95,51.63,2.39,0.555874599848523,0.3688693171833426,0.5707636016721317,2.632256059951966,44.742043,0.49165133631695657,0.57027435,0.5309628446721502
Recycled PET (rPET),9810.19,25.03,19.29,60.16181818181818,85.69,1.79,0.51480450230658,0.403703791477629,0.4718385560019718,1.8539050911376025,58.561493,0.6760567646945442,0.3845793,0.5303180327874881
Plywood (Lightweight),10938.64,53.78,70.77,46.96,69.78,2.14,0.5837277808634183,0.607535217318535,0.610499010171584,2.502206720015989,47.153225,0.522462378124545,0.5378748,0.5301685979863753
PHA Bioplastic,7863.64,9.09,80.43,41.68,67.72,2.47,0.624202665993436,0.3286545050388228,0.5982657308481076,2.6908862995789833,43.843506,0.4777607716649077,0.5823482,0.5300544995829116
Cotton Fiber,4443.8,2.44,94.72,44.37016393442623,73.24,2.93,0.6169919672545018,0.217434401030526,0.5749591215165386,2.7489582591007338,42.820343,0.46400247367159164,0.5960967,0.5300495840705217
Cotton Fiber,5491.89,8.03,92.32,56.75,75.12,2.35,0.5132418480181772,0.2363811062887351,0.5432051534979689,2.1512494805506543,53.38299,0.6056104985468838,0.45416397,0.5298872335549818
Plywood (Lightweight),8519.36,20.99,63.99,41.31,71.36,2.66,0.6383920424135319,0.4040427147644435,0.584148924909587,2.8007567298748284,41.952232,0.45173047867818783,0.6077617,0.5297460798790261
Recycled PET (rPET),10611.68,7.75,7.91,47.36,73.9,1.35,0.59255331986872,0.3639889682592735,0.4863205642616877,1.988187976943625,56.580154,0.6442427192664797,0.41120297,0.5277228432166902
Recycled PET (rPET),11637.34,21.8,11.03,74.44,72.74,2.0,0.3497903105276445,0.3887021013332155,0.403524260790476,2.0290939878612493,56.07238,0.6345513451066026,0.4180261,0.5262887173874382
PLA Bioplastic,7981.95,7.48,83.95,48.14,67.55,2.471724137931034,0.5666111209290583,0.3065316881166363,0.58233557414235,2.484489367276782,48.15055,0.5266599395749627,0.5244735,0.5255667139529019
Cotton Fiber,3320.58,5.95,85.14,55.86,74.01,2.1273770491803274,0.517776023731381,0.1832990680043991,0.4964747951786434,2.1385002413727388,54.52628,0.6086310239991397,0.43880135,0.5237161861042604
Recycled PET (rPET),11193.99,21.71,8.93,54.92,83.57,2.16,0.5547620070689219,0.4283998995589806,0.4880591470970908,2.092060993513007,55.36354,0.6196333221117141,0.4275509,0.5235921170075477
PLA Bioplastic,8654.05,5.47,64.19,43.6,62.01,2.471724137931034,0.5901072532188841,0.321524303694352,0.5592556783765391,2.6103511900968783,46.308678,0.4968409963431216,0.5492232,0.5230320904643464
PLA Bioplastic,6963.56,8.421694915254237,69.88,47.36,73.72,2.61,0.59201331986872,0.2923724716400093,0.5537438809172818,2.4765030707031155,48.855484,0.5285520377412445,0.5150012,0.5217766077645126
Cotton Fiber,4367.64,2.96,90.63,46.06,60.74,2.77,0.5645603181014895,0.2142652104338504,0.5341956307364433,2.708356572429182,44.8311,0.47362174791098144,0.56907773,0.5213497390449072
PLA Bioplastic,6836.62,10.43,83.03,57.08,52.47,2.32,0.442375917697551,0.2755099589770996,0.4988051788207125,2.1495230182336673,55.18838,0.6060195287092367,0.42990458,0.5179620544127543
PHA Bioplastic,5795.43,5.86,85.51,38.07,61.03,2.88,0.6360311764705882,0.2786692375993115,0.5768137120385146,3.069309874186834,39.04301,0.38810537945792245,0.64685357,0.5174794728138306
PLA Bioplastic,6650.69,11.36,69.56,53.56,67.02,2.25,0.5171291744508961,0.2853355663211538,0.5113964430887378,2.2232518005676365,54.290173,0.5885518460894491,0.44197398,0.5152629151654673
PHA Bioplastic,7177.07,2.14,81.0,43.87,48.98,2.5,0.5486314920474628,0.273395385073053,0.5430393472709603,2.739801507677949,45.216743,0.4661718737704157,0.5638957,0.5150337880662381
PLA Bioplastic,7871.19,7.24,72.68790322580645,40.37,62.98819672131148,2.89,0.6215826159150074,0.3226396277179826,0.5783782498783782,2.8075118922795035,44.054726,0.45013005847328746,0.57951,0.5148200159996442
PLA Bioplastic,9733.74,2.99,82.79,50.19,69.1,2.08,0.5531470083312295,0.3143960510324831,0.6023812328475121,2.4582463953642697,50.415493,0.532877374474285,0.49403894,0.5134581569751491
Recycled PET (rPET),8607.51,28.25,15.4,65.22,84.18,2.6,0.4655796364554406,0.3826854186992275,0.4233168115106803,1.8831329152892544,60.64099,0.6691321642903844,0.35663658,0.5128843740477342
PLA Bioplastic,8633.68,8.82,68.81,49.37,71.51,2.52,0.5676226533703611,0.3237000616903863,0.5653409867357384,2.517316464884143,49.57999,0.5188826061621201,0.5052658,0.512074189252401
Recycled PET (rPET),7707.45,16.566981132075473,11.64,48.85,74.61,2.65,0.5815174526634688,0.3456437204491493,0.4447518656441667,2.4576725357026272,50.675526,0.5330133322118272,0.4905448,0.5117790641009088
PHA Bioplastic,5070.92,4.03,97.28,53.38,58.22,2.02,0.4923196818985104,0.2157360877082252,0.5256021304409495,2.338272455113189,52.882812,0.5613013717872815,0.460885,0.5110931800476172
PHA Bioplastic,8066.16,7.08,85.82,36.35,58.5,3.38,0.6436393587477909,0.3359802813509128,0.6139269309483566,3.1993193767525163,38.05063,0.3573037758441938,0.66018844,0.5087461061761862
Recycled PET (rPET),9535.17,24.26,7.0,61.29,72.12,1.75,0.4641257157283515,0.391252547508868,0.4115753907967321,1.8740523709781316,61.43152,0.6712835095455267,0.34601414,0.5086488257909824
PLA Bioplastic,6830.08,5.74,73.92,56.62,56.73,1.88,0.4592205478414541,0.2525100865350209,0.4907261821005662,2.0548069911884106,58.489033,0.6284594693546622,0.38555294,0.5070062060537501
Plywood (Lightweight),13286.64,43.12,67.88,51.24,70.13,4.0,0.5469590482201463,0.5904276923913411,0.6254359791401217,2.7760336432347232,45.838726,0.4575878252549249,0.555538,0.5065629119656125
PLA Bioplastic,6282.31,4.19,65.53,55.43,71.55,2.471724137931034,0.5141955693006817,0.2363038140947802,0.4996216486562159,2.4208147894624266,52.319313,0.5417455992183293,0.46845686,0.505101231787662
PLA Bioplastic,7465.51,8.421694915254237,69.11,51.57,74.63,2.471724137931034,0.5575431178995203,0.2920711180762207,0.5458246980284456,2.5074151799678153,50.953976,0.5212283997175199,0.48680323,0.5040158166705122
PLA Bioplastic,6229.01,9.55,62.82,45.56,73.44,1.76,0.6070783943448623,0.2875841697071506,0.5345301470144572,2.3777247738967766,53.466732,0.5519544035977786,0.45303875,0.5024965778383943
Recycled PET (rPET),9838.82,13.21,10.56,57.5,79.42,1.9603636363636363,0.5195147336531178,0.350459621421389,0.4523412099005784,2.1004063152115076,58.47972,0.6176561643969818,0.3856781,0.5016671384519241
PLA Bioplastic,6978.41,13.17,73.2,61.02,65.51,1.56,0.4466814768997728,0.2825170927408869,0.4924709780805208,1.9773349565810212,60.66543,0.6468139961702718,0.35630822,0.5015611089936443
PLA Bioplastic,9892.03,14.6,70.0,61.63,67.52,1.56,0.4473214238828578,0.3482486222320491,0.5327332013314988,1.9443539203474314,61.28349,0.6546278004291092,0.3480032,0.5013155045331734
PLA Bioplastic,6548.11,12.08,69.74,56.14,55.52,2.32,0.4598319010350921,0.2804000713652296,0.477403694847579,2.174393603315252,57.27919,0.6001272370828037,0.40180987,0.5009685541397753
Recycled PET (rPET),8702.5,21.94,18.34,71.51,70.61,1.41,0.3692902373138095,0.3364341245338074,0.3797093095187132,1.5139791336550639,69.381996,0.7565913748097137,0.23918176,0.49788656589149016
PLA Bioplastic,7145.31,12.22,66.16,58.77,62.98819672131148,1.91,0.4589974101588852,0.286764525764048,0.4844278315000795,2.08957631228622,59.248886,0.6202219880533848,0.37534267,0.49778232757809926
PLA Bioplastic,6318.88,11.39,72.91,54.54316666666667,68.38,2.471724137931034,0.512521763864344,0.2761803752940996,0.5119805735580993,2.312765105630445,55.329082,0.5673445244222775,0.42801392,0.497679222603137
PLA Bioplastic,7439.28,14.27,78.32,54.54316666666667,51.77,2.54,0.4626917638643439,0.3139859320648137,0.5068810824722605,2.4094687563872865,53.666344,0.5444336797545359,0.45035654,0.4973951114093267
PHA Bioplastic,6429.01,2.71,83.62,35.86,61.17,3.5,0.6559790734662962,0.281146813829133,0.5914552522997426,3.3080276060960916,37.874104,0.3315488292925026,0.66256046,0.4970546461220814
PLA Bioplastic,9735.95,10.07,64.03,46.4,61.32,2.62,0.563296026255996,0.3602803028994407,0.5636464535728128,2.782521319606518,47.384594,0.4560507773312378,0.53476584,0.4954083084539795
PLA Bioplastic,8338.44,5.0,64.76,40.45,51.08,3.42,0.5851511335521333,0.3205755956494636,0.5455956458162796,3.1363692036071655,41.179535,0.37221781091373884,0.61814463,0.49518122114977103
PHA Bioplastic,5494.22,5.29,97.88,46.52,47.81,2.77,0.5217056879575865,0.2482189705994837,0.5384935696939185,2.7946149252075423,47.312428,0.453185583336704,0.53573555,0.494460565439638
Plywood (Lightweight),10909.85,77.26,60.88,41.17,56.53,3.22,0.5951391037616763,0.7418472889694243,0.5856792586362239,3.0987400819533093,41.98306,0.3811328307133822,0.6073475,0.49424015955835127
Plywood (Lightweight),13510.7,55.82,69.26,44.32,73.26,3.29,0.6174952234284271,0.6775693837707568,0.66412193229093,2.9545367260752173,44.70966,0.4152972150073876,0.5707095,0.49300337077311823
PLA Bioplastic,9214.54,9.69,72.39,42.21,66.22,3.48,0.6150195051754607,0.3581840667534184,0.5980063323259812,2.9918478947468405,44.078926,0.40645752402243285,0.57918483,0.49282117710559203
PHA Bioplastic,8195.78,9.14,88.71,42.29,56.8,2.87,0.586052612976521,0.334204189196055,0.5958191080091922,3.051842164332405,43.054043,0.39224379599177484,0.5929564,0.49260010987561764
Recycled PET (rPET),7106.55,19.72,7.28,72.64,87.46,1.54,0.4098553850037868,0.2893727866071037,0.3623590491844748,1.4094715672262739,72.05899,0.7813511083080303,0.20321035,0.49228073107967435
Recycled PET (rPET),10187.6,29.54,19.67,73.55,74.01,1.33,0.3614644862408482,0.4007732459218243,0.4043630991655331,1.561245277769676,69.58172,0.7453931700120903,0.23649806,0.49094561392717245
PHA Bioplastic,8823.88,8.21,98.98,44.69,69.01,2.91,0.6014758470083312,0.3363034938869378,0.641405156611661,2.8979442889582354,46.096058,0.4287049873718075,0.55208015,0.4903925708953764
Plywood (Lightweight),9266.82,31.73,69.57,40.77,63.01,3.2235849056603785,0.6181135647563746,0.4758049734096814,0.592200008632993,3.1129349818942758,42.408325,0.37776980206786226,0.6016331,0.48970143698363816
PHA Bioplastic,8628.01,7.32,98.91,64.25,52.09,3.32,0.3778807043675839,0.2783327079720069,0.5303303806835615,2.990226559093971,44.69189,0.40684164777584286,0.57094824,0.4888949454585086
PLA Bioplastic,7473.47,8.2,65.44,60.48,62.98819672131148,2.15,0.4438875894065499,0.2686048378303013,0.4815743577941189,2.3156277883377236,56.62041,0.5666663030901335,0.41066206,0.48866417905284876
Plywood (Lightweight),13221.25,40.73,70.1,50.96,58.61,2.26,0.5148731709164351,0.5775453779136334,0.6068921911536241,2.6917173189017474,50.079967,0.47756388815047235,0.4985475,0.4880556912809704
Recycled PET (rPET),11130.62,3.94,18.82,55.75,70.25,2.62,0.507468000504923,0.3339658389377984,0.477099937805398,2.346809875511675,56.17105,0.559278702414594,0.41670018,0.4879894433799197
PLA Bioplastic,9166.78,1.23,79.55,44.67,52.89,3.17,0.5532925700580661,0.3076507208193609,0.5756293005045254,2.965959284934411,45.349873,0.41259100412824345,0.56210685,0.4873489259456525
