Material_Type,Strength_PSI,Weight_Capacity_KG,Biodegradability_%,CO2_Emission_Score_%,Recyclability_%,Cost_per_KG_USD,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
Mushroom Mycelium,1545.23,12.15,98.4,25.19,71.18,1.54,0.7802908204998737,0.2559647014069608,0.6061139594940177
Mushroom Mycelium,3090.65,1.64,97.48,25.06,72.62864406779661,2.331016949152542,0.7857854525265404,0.2342466404517041,0.6315084854825129
Mushroom Mycelium,1281.9,3.72,98.01,25.77,73.72,2.72,0.7827858520575612,0.2058961158977497,0.6041533104512944
Kraft Paper,7369.62,21.5,94.01,33.09,87.94,0.54,0.7607652158545821,0.40375264624697393,0.6908022130130151
Molded Pulp,2543.7,5.14,87.77,35.57,91.06,1.12,0.7482115576874526,0.21439014513040222,0.6006894167225779
Bamboo Fiber,6633.72,4.93,92.71,21.07,85.58,1.67,0.8598957687452663,0.33407058771441656,0.7176426814664689
Bagasse Fiber,3626.36,3.18,94.64,30.33,87.46,1.18,0.7837129967180004,0.2398531280046028,0.6437942591619719
PLA Bioplastic,8758.13,8.6,65.02,55.24,65.56,2.36,0.49790443827316333,0.31031399552685357,0.5255437592956066
Molded Pulp,2496.56,8.72,87.08,22.6,96.34,0.67,0.8786564554405452,0.2645046925297873,0.658256877025321
Recycled PET (rPET),7212.19,16.22,11.76,70.79,73.31,1.78,0.38375226710426646,0.2782864667297625,0.35166482533889276
Recycled Paperboard,4597.7,18.95,77.48,39.49,86.47,1.07,0.6998038399394091,0.317501240629271,0.5877567442138869
Cotton Fiber,3307.99,6.29,91.49,43.76,61.27,2.28,0.5864734688210048,0.21532968215766696,0.529336269809134
Kraft Paper,4046.92,19.45,84.54,44.69,83.2,0.61,0.6440458470083312,0.29560279886646423,0.5671613569531881
Corrugated Cardboard,5504.02,9.09,70.61,40.77,94.9,0.77,0.7137835647563746,0.2824043481934614,0.5999995351584324
Aluminum Packaging,17487.8,13.95,2.620204081632653,61.37,85.17,3.32,0.5025688235294117,0.5018528408417344,0.5513181131111908
Kraft Paper,7577.54,21.52,76.45,37.12,89.44,0.41,0.7296555213329967,0.39795871763960633,0.6465905989271441
Molded Pulp,2601.68,8.94,95.12,29.6116,88.6,0.93,0.7934808886644786,0.2500929228092949,0.633944277447346
Recycled Paperboard,4332.5,33.76,78.55098360655738,32.49,80.35,1.17,0.7432969073466296,0.40558813987835507,0.600077297122994
